"","X","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","mTurkCode","gender","age","ethnicity","work.when.not.encouraged","resentful","given.up","rebel","good.listener","took.advantage","admit.mistake","get.even","courteous","ideas.different.from.own","jealous.of.others","irritated.by.favors","hurt.someones.feelings","weight","height","household.size","annual.income","exercise","LocationLatitude","LocationLongitude","LocationAccuracy","income","annualincome","bmi","recepie","measurement","MealStyle","TreatMent"
"573",81,"R_2dncUxFbq5B5m8N","Default Response Set","Anonymous",NA,NA,"50.242.89.251",0,"8/2/2015 23:13","8/2/2015 23:16",1,9442796,"Female",39,"Asian/Pacific Islander",2,1,0,1,0,0,1,0,1,0,0,1,0,130,65,"2-3",130000,"Less often than once a month","37,54020691","-122,3041",-1,130000,130000,22.1538461538462,"Chicken.Cutlets.with.Avocado.Salsa",-12,"Cutlets","Control"
"574",83,"R_3DvVKdzjBRrGC8X","Default Response Set","Anonymous",NA,NA,"209.6.132.153",0,"8/2/2015 23:35","8/2/2015 23:38",1,57915284,"Male",26,"White",2,1,0,0,0,1,0,0,0,0,0,1,0,150,69,"2-3",1e+05,"Several Times a week","42,34309387","-71,1230011",-1,100000,100000,22.6843100189036,"Chicken.Cutlets.with.Avocado.Salsa",-15,"Cutlets","Control"
"575",84,"R_0Cz6vlUq2Mb3BDz","Default Response Set","Anonymous",NA,NA,"71.188.84.21",0,"8/2/2015 23:33","8/2/2015 23:41",1,98439875,"Female",29,NA,1,1,0,1,1,1,0,0,0,0,1,1,0,174,67,"4-5",NA,"Several Times a week","40,02940369","-74,58740234",-1,1,1,27.908220093562,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"576",85,"R_1P7re2szphQp159","Default Response Set","Anonymous",NA,NA,"128.112.66.66",0,"8/2/2015 23:49","8/2/2015 23:51",1,86704324,"Female",24,"White",1,1,1,0,1,0,0,0,1,0,1,1,0,160,66,"2-3",32000,"Once or twice a month","40,37559509","-74,65969849",-1,32000,32000,26.4462809917355,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"577",87,"R_UolIkcpYjE3vfoZ","Default Response Set","Anonymous",NA,NA,"23.31.169.117",0,"8/3/2015 0:33","8/3/2015 0:40",1,57429728,"Male",27,"White",1,0,1,0,0,0,1,0,1,0,0,0,0,155,70,"1",80000,"Once or twice a week","35,98170471","-84,1289978",-1,80000,80000,22.7755102040816,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"578",90,"R_1roZzSd3dyq8cU6","Default Response Set","Anonymous",NA,NA,"217.231.219.64",0,"8/3/2015 0:53","8/3/2015 0:57",1,48195154,"Male",32,"White",1,1,1,0,0,1,0,0,1,0,1,0,0,164,75,"1",72000,"Once or twice a week","48,789505","9,013000488",-1,72000,72000,20.992,"Chicken.Cutlets.with.Avocado.Salsa",-14,"Cutlets","Control"
"579",94,"R_2CPJXiTLOzfZfqj","Default Response Set","Anonymous",NA,NA,"73.200.71.118",0,"8/3/2015 1:27","8/3/2015 1:34",1,64472829,"Male",41,"White",2,1,1,1,0,1,1,1,1,0,1,1,0,190,59,"1",120000,"Once or twice a month","38,90849304","-77,0177002",-1,120000,120000,39.2990519965527,"Chicken.Cutlets.with.Avocado.Salsa",-14,"Cutlets","Control"
"580",97,"R_OqlQCsSt0cQ1N9n","Default Response Set","Anonymous",NA,NA,"92.163.29.96",0,"8/3/2015 2:09","8/3/2015 2:13",1,5250567,"Male",44,"White",1,0,1,1,1,0,1,0,0,0,1,1,0,235,75,"2-3",75000,"Once or twice a week","48,86669922","2,333297729",-1,75000,75000,30.08,"Chicken.Cutlets.with.Avocado.Salsa",-10,"Cutlets","Control"
"581",100,"R_ZdEybqRkCFbdPnX","Default Response Set","Anonymous",NA,NA,"108.2.106.10",0,"8/3/2015 7:26","8/3/2015 7:28",1,50540923,"Male",28,"White",2,0,0,0,1,0,1,0,1,1,1,0,0,185,73,"1",60000,"Several Times a week","39,18170166","-75,5970993",-1,60000,60000,24.9953086883092,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"582",101,"R_1dbPqK5IAW0KUz4","Default Response Set","Anonymous",NA,NA,"146.115.183.105",0,"8/3/2015 7:47","8/3/2015 7:57",1,90339460,"Female",29,"White",2,1,1,1,0,0,1,0,1,0,1,1,1,NA,NA,"2-3",NA,"Once or twice a month","42,37219238","-71,17870331",-1,NA,NA,NA,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"583",102,"R_1Fy8xECvVmLDwyO","Default Response Set","Anonymous",NA,NA,"108.54.160.196",0,"8/3/2015 8:22","8/3/2015 8:27",1,74261516,"Male",25,"White",2,0,0,0,1,0,0,0,1,0,0,0,0,155,68,"1",90000,"Several Times a week","40,74490356","-73,97820282",-1,90000,90000,24.1349480968858,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"584",103,"R_Xp4wwLrjCm5Z0Yh","Default Response Set","Anonymous",NA,NA,"108.2.67.123",0,"8/3/2015 10:05","8/3/2015 10:07",1,8630431,"Male",30,"White",1,1,1,1,0,1,1,0,0,0,1,1,1,160,65,"1",85000,"Several Times a week","39,47569275","-75,67240143",-1,85000,85000,27.2662721893491,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"585",109,"R_29j3Y3KarEMwZKg","Default Response Set","Anonymous",NA,NA,"128.112.110.11",0,"8/3/2015 14:13","8/3/2015 14:17",1,48968923,"Female",31,"White",1,1,1,0,1,1,1,0,0,0,1,1,0,175,69,"2-3",70000,"Once or twice a week","40,37559509","-74,65969849",-1,70000,70000,26.4650283553875,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"586",113,"R_RKROO6g7jQcL64F","Default Response Set","Anonymous",NA,NA,"70.184.105.182",0,"8/3/2015 22:17","8/3/2015 22:32",1,30405475,"Male",29,"White",1,1,0,0,1,0,1,0,1,1,0,0,0,230,73,"2-3",50000,"Several Times a week","33,49119568","-111,9236984",-1,50000,50000,31.0752486395196,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"587",116,"R_2TF3foZ48UbiKwX","Default Response Set","Anonymous",NA,NA,"98.111.253.135",0,"8/6/2015 16:38","8/6/2015 16:40",1,66502395,"Female",22,"Black or African American",2,0,0,1,1,1,1,0,1,1,1,1,1,140,67,"2-3",13000,"Once or twice a week","40,40510559","-80,03520203",-1,13000,13000,22.4548897304522,"Chicken.Cutlets.with.Avocado.Salsa",-10,"Cutlets","Control"
"588",117,"R_1FhbPRIaOpP0Ofz","Default Response Set","Anonymous",NA,NA,"50.74.102.180",0,"8/6/2015 16:39","8/6/2015 16:40",1,37752313,"Female",26,"White",1,1,1,1,1,0,1,0,0,0,1,1,1,135,62,"4-5",15000,"Once or twice a week","40,74490356","-73,97820282",-1,15000,15000,25.2861602497399,"Chicken.Cutlets.with.Avocado.Salsa",-12,"Cutlets","Control"
"589",120,"R_21alxqqdyW6crKV","Default Response Set","Anonymous",NA,NA,"76.17.14.151",0,"8/6/2015 16:39","8/6/2015 16:41",1,12030834,"Female",39,"White",1,1,1,0,1,0,1,1,0,0,1,1,0,155,63,"4-5",10000,"Once or twice a month","33,86019897","-84,76540375",-1,10000,10000,28.1179138321995,"Chicken.Cutlets.with.Avocado.Salsa",-15,"Cutlets","Control"
"590",122,"R_3Ejciq7q2qFTEiq","Default Response Set","Anonymous",NA,NA,"71.30.240.237",0,"8/6/2015 16:39","8/6/2015 16:43",1,66909058,"Female",30,"White",2,0,0,0,0,1,0,0,1,1,0,0,0,140,63,"4-5",40000,"Once or twice a month","29,93969727","-82,70050049",-1,40000,40000,25.3968253968254,"Chicken.Cutlets.with.Avocado.Salsa",-10,"Cutlets","Control"
"591",124,"R_Z3vGkWSDyOHD7ZD","Default Response Set","Anonymous",NA,NA,"68.64.114.29",0,"8/6/2015 16:42","8/6/2015 16:44",1,93763052,"Male",25,"White",2,1,1,0,1,1,1,0,1,0,1,1,0,180,65,"2-3",20000,"Never","37,33540344","-82,95659637",-1,20000,20000,30.6745562130178,"Chicken.Cutlets.with.Avocado.Salsa",-15,"Cutlets","Control"
"592",125,"R_Y3wQIJOo9BA1R2p","Default Response Set","Anonymous",NA,NA,"66.66.98.205",0,"8/6/2015 16:43","8/6/2015 16:44",1,55678751,"Male",28,"White",2,0,0,0,0,1,0,1,0,0,0,1,0,140,66,"1",42000,"Several Times a week","43,21659851","-78,05840302",-1,42000,42000,23.1404958677686,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"593",127,"R_1isuO4G49SeIRbI","Default Response Set","Anonymous",NA,NA,"107.134.67.105",0,"8/6/2015 16:42","8/6/2015 16:44",1,53603568,"Female",39,"White",2,0,1,0,1,0,1,0,1,0,1,0,0,136,66,"2-3",35000,"Several Times a week","34,08729553","-80,92939758",-1,35000,35000,22.4793388429752,"Chicken.Cutlets.with.Avocado.Salsa",-14,"Cutlets","Control"
"594",130,"R_1FJ2wJp6YPQvBlN","Default Response Set","Anonymous",NA,NA,"76.79.199.130",0,"8/6/2015 16:44","8/6/2015 16:46",1,86731256,"Male",30,"White",1,1,0,1,1,1,0,0,0,1,0,1,1,200,76,"1",50000,"Several Times a week","34,16830444","-118,3730011",-1,50000,50000,24.9307479224377,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"595",131,"R_1kYLLrEVk8VQrhI","Default Response Set","Anonymous",NA,NA,"96.35.41.19",0,"8/6/2015 16:45","8/6/2015 16:46",1,91746059,"Male",28,"White",1,1,1,0,0,1,1,0,0,0,1,1,0,135,65,"4-5",12000,"Once or twice a month","38,6499939","-90,53340149",-1,12000,12000,23.0059171597633,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"596",134,"R_1geltJxDR5vSBZG","Default Response Set","Anonymous",NA,NA,"71.75.34.150",0,"8/6/2015 16:47","8/6/2015 16:48",1,8010776,"Male",45,"White",2,1,0,1,1,1,1,1,0,0,1,1,0,270,74,"1",50000,"Several Times a week","35,46470642","-81,57620239",-1,50000,50000,35.500365230095,"Chicken.Cutlets.with.Avocado.Salsa",-15,"Cutlets","Control"
"597",136,"R_10uYJEXq1fmcVJS","Default Response Set","Anonymous",NA,NA,"75.64.199.3",0,"8/6/2015 16:48","8/6/2015 16:50",1,36617709,"Female",40,"White",2,1,0,0,1,1,0,1,0,0,1,1,0,112,65,"2-3",15000,"Several Times a week","32,28829956","-88,58799744",-1,15000,15000,19.0863905325444,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"598",137,"R_1IRVKJDgsLHnnJe","Default Response Set","Anonymous",NA,NA,"99.64.52.122",0,"8/6/2015 16:46","8/6/2015 16:50",1,82248687,"Female",59,"White",2,0,0,0,1,0,1,0,1,0,1,1,1,118,64,"1",30000,"Less often than once a month","33,61410522","-101,9573975",-1,30000,30000,20.7421875,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"599",139,"R_27ai8HIqqIlaJS3","Default Response Set","Anonymous",NA,NA,"76.26.175.59",0,"8/6/2015 16:49","8/6/2015 16:50",1,16020156,"Female",44,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,148,67,"2-3",65600,"Several Times a week","27,51150513","-80,36250305",-1,65600,65600,23.7380262864781,"Chicken.Cutlets.with.Avocado.Salsa",-13,"Cutlets","Control"
"600",143,"R_1IrXUdu0e5NzWSV","Default Response Set","Anonymous",NA,NA,"96.32.29.178",0,"8/6/2015 16:50","8/6/2015 16:52",1,38862637,"Female",25,"White",1,1,0,0,1,0,1,0,1,0,1,0,1,130,64,"2-3",60000,"Once or twice a month","41,9691925","-72,01470184",-1,60000,60000,22.8515625,"Chicken.Cutlets.with.Avocado.Salsa",-14,"Cutlets","Control"
"601",144,"R_ctMsdH9LTq6eRiR","Default Response Set","Anonymous",NA,NA,"64.251.50.211",0,"8/6/2015 16:52","8/6/2015 16:53",1,90287878,"Male",30,"White",1,1,1,1,NA,1,1,1,0,1,0,1,0,220,70,"2-3",80000,"Several Times a week","41,50590515","-72,90809631",-1,80000,80000,32.3265306122449,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"602",146,"R_3dFKrNMCaKFeIDI","Default Response Set","Anonymous",NA,NA,"184.207.2.34",0,"8/6/2015 16:53","8/6/2015 16:56",1,59761979,"Female",32,"Hispanic or Latino",2,0,0,0,1,0,1,0,1,0,0,0,0,110,61,"4-5",60000,"Several Times a week","40,72799683","-73,94529724",-1,60000,60000,21.2846009137329,"Chicken.Cutlets.with.Avocado.Salsa",-9,"Cutlets","Control"
"603",148,"R_yx1R1Tc5Ep32HBv","Default Response Set","Anonymous",NA,NA,"65.25.78.123",0,"8/6/2015 17:00","8/6/2015 17:01",1,31726383,"Male",38,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,145,65,"2-3",23000,"Once or twice a week","40,8986969","-81,3239975",-1,23000,23000,24.7100591715976,"Chicken.Cutlets.with.Avocado.Salsa",-15,"Cutlets","Control"
"604",149,"R_3nSCv5z3TsmbhRX","Default Response Set","Anonymous",NA,NA,"199.245.199.126",0,"8/6/2015 16:58","8/6/2015 17:01",1,19931188,"Female",38,"White",2,1,1,0,0,0,1,0,1,0,1,1,1,195,69,"2-3",29000,"Less often than once a month","39,03930664","-95,20870209",-1,29000,29000,29.4896030245747,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"605",154,"R_BJsCQSyM5aPu1oJ","Default Response Set","Anonymous",NA,NA,"66.69.60.169",0,"8/6/2015 17:03","8/6/2015 17:06",1,35775728,"Male",34,"Hispanic or Latino",1,1,1,1,1,0,1,0,1,1,1,0,0,300,77,"6+",20000,"Less often than once a month","29,39619446","-98,46099854",-1,20000,20000,36.4311013661663,"Chicken.Cutlets.with.Avocado.Salsa",-15,"Cutlets","Control"
"606",156,"R_UFn42oBYw8MZtUB","Default Response Set","Anonymous",NA,NA,"75.142.137.145",0,"8/6/2015 17:10","8/6/2015 17:13",1,44054553,"Male",45,"White",2,1,1,1,0,1,0,1,0,0,1,1,0,200,70,"1",26000,"Once or twice a week","42,18510437","-121,6141052",-1,26000,26000,29.3877551020408,"Chicken.Cutlets.with.Avocado.Salsa",-10,"Cutlets","Control"
"607",159,"R_3Krvuo7OIfpLJB2","Default Response Set","Anonymous",NA,NA,"184.53.50.8",0,"8/6/2015 18:27","8/6/2015 18:29",1,16231111,"Female",25,"White",1,1,0,1,0,1,0,1,0,0,1,1,0,150,64,"2-3",20000,"Once or twice a week","38","-97",-1,20000,20000,26.3671875,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"608",160,"R_s5oA2e3vjR7eIsF","Default Response Set","Anonymous",NA,NA,"24.89.152.74",0,"8/6/2015 18:28","8/6/2015 18:31",1,61084464,"Male",26,"White",1,1,1,1,0,0,0,0,0,1,1,1,0,200,74,"2-3",25000,"Less often than once a month","40,87319946","-73,08119965",-1,25000,25000,26.2965668371074,"Chicken.Cutlets.with.Avocado.Salsa",-10,"Cutlets","Control"
"609",161,"R_25Ymd565cF0yZ7n","Default Response Set","Anonymous",NA,NA,"174.22.114.5",0,"8/6/2015 18:29","8/6/2015 18:31",1,57941422,"Male",30,"White",2,0,0,0,1,1,1,0,0,1,0,0,0,140,68,"2-3",80000,"Several Times a week","41,57780457","-90,5318985",-1,80000,80000,21.7993079584775,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"610",164,"R_3qP6V50IMwdsNUA","Default Response Set","Anonymous",NA,NA,"72.22.126.30",0,"8/6/2015 18:31","8/6/2015 18:33",1,46954523,"Female",31,"White",1,0,0,0,1,0,1,0,1,1,1,0,1,300,66,"2-3",50000,"Once or twice a week","36,78469849","-86,2118988",-1,50000,50000,49.5867768595041,"Chicken.Cutlets.with.Avocado.Salsa",-12,"Cutlets","Control"
"611",166,"R_07I0DfbOZewV225","Default Response Set","Anonymous",NA,NA,"76.127.229.138",0,"8/6/2015 18:37","8/6/2015 18:38",1,29957702,"Female",36,"White",2,1,0,1,1,0,0,1,1,1,1,1,1,120,60,"1",30000,"Several Times a week","42,22380066","-72,64089966",-1,30000,30000,24,"Chicken.Cutlets.with.Avocado.Salsa",-10,"Cutlets","Control"
"612",167,"R_9EOzaUrMIxsgEuZ","Default Response Set","Anonymous",NA,NA,"99.22.184.17",0,"8/6/2015 18:37","8/6/2015 18:39",1,13477251,"Male",45,"White",1,1,1,1,1,1,1,0,1,0,1,1,0,185,71,"1",45000,"Once or twice a week","42,50959778","-82,93609619",-1,45000,45000,26.4233287046221,"Chicken.Cutlets.with.Avocado.Salsa",-15,"Cutlets","Control"
"613",168,"R_OPc657uA5CNxdzb","Default Response Set","Anonymous",NA,NA,"174.58.15.129",0,"8/6/2015 18:40","8/6/2015 18:42",1,8177844,"Female",61,"White",1,1,1,0,0,1,1,0,0,0,0,1,0,98,63,"4-5",90000,"Once or twice a month","27,32550049","-82,4733963",-1,90000,90000,17.7777777777778,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"614",172,"R_50Sx8kFfdiDT8Zz","Default Response Set","Anonymous",NA,NA,"24.255.7.230",0,"8/6/2015 18:47","8/6/2015 18:49",1,55353393,"Male",24,"White",1,1,1,1,1,1,1,1,0,1,1,1,0,170,72,"1",19000,"Once or twice a week","33,40010071","-111,9290009",-1,19000,19000,23.6111111111111,"Chicken.Cutlets.with.Avocado.Salsa",-13,"Cutlets","Control"
"615",175,"R_9yr0UoTMq1c2Wyd","Default Response Set","Anonymous",NA,NA,"97.95.64.36",0,"8/6/2015 19:35","8/6/2015 19:37",1,87241719,"Female",29,"Other",1,1,1,1,1,0,0,1,0,0,1,0,0,170,59,"4-5",10000,"Several Times a week","45,75660706","-87,15709686",-1,10000,10000,35.1623096811261,"Chicken.Cutlets.with.Avocado.Salsa",-11,"Cutlets","Control"
"616",177,"R_eyOk0kCIr8SF2ql","Default Response Set","Anonymous",NA,NA,"142.197.72.156",0,"8/6/2015 20:25","8/6/2015 20:27",1,36543682,"Female",39,"White",2,0,0,0,1,0,0,0,1,0,0,1,1,130,67,"2-3",35000,"Several Times a week","28,25190735","-80,66069794",-1,35000,35000,20.8509690354199,"Chicken.Cutlets.with.Avocado.Salsa",-10,"Cutlets","Control"
"617",178,"R_31ErEAtfEgKJUG1","Default Response Set","Anonymous",NA,NA,"76.106.253.130",0,"8/6/2015 20:34","8/6/2015 20:35",1,38049619,"Female",26,"White",1,1,1,0,0,1,0,1,0,0,1,1,0,159,64,"2-3",5000,"Once or twice a week","30,16720581","-81,77149963",-1,5000,5000,27.94921875,"Chicken.Cutlets.with.Avocado.Salsa",-10,"Cutlets","Control"
"618",1,"R_1rxG3fhpIcZBHpz","Default Response Set","Anonymous",NA,NA,"98.194.76.227",0,"8/2/2015 20:20","8/2/2015 20:23",1,84701060,"Male",54,"White",2,1,1,1,1,1,1,0,1,0,1,1,0,165,70,"1",32000,"Several Times a week","29,03219604","-95,46990204",-1,32000,32000,24.2448979591837,"Healthy.Cajun.Chicken",-9,"Cajun","Healthy"
"619",2,"R_3q9xsiS3jD8yxgM","Default Response Set","Anonymous",NA,NA,"72.178.227.59",0,"8/2/2015 20:20","8/2/2015 20:23",1,30416134,"Female",65,"White",2,1,1,0,1,0,1,0,0,0,1,0,1,160,63,"2-3",15000,"Less often than once a month","30,05659485","-93,87539673",-1,15000,15000,29.0249433106576,"Healthy.Cajun.Chicken",-14,"Cajun","Healthy"
"620",3,"R_x5CQgyJoKAzvAuR","Default Response Set","Anonymous",NA,NA,"72.201.237.221",0,"8/2/2015 20:21","8/2/2015 20:23",1,81607808,"Female",57,"White",2,1,1,0,1,1,0,1,1,0,1,1,0,158,66,"2-3",18000,"Less often than once a month","33,39720154","-111,7857971",-1,18000,18000,26.1157024793388,"Healthy.Cajun.Chicken",-14,"Cajun","Healthy"
"621",5,"R_1P5VJKmeGyCMFZj","Default Response Set","Anonymous",NA,NA,"108.48.81.227",0,"8/2/2015 20:23","8/2/2015 20:24",1,16565724,"Male",25,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,190,67,"1",45000,"Once or twice a month","38,89930725","-77,19159698",-1,45000,45000,30.4744932056137,"Healthy.Cajun.Chicken",-9,"Cajun","Healthy"
"622",8,"R_2aJE6fq1467b8ew","Default Response Set","Anonymous",NA,NA,"24.255.7.230",0,"8/2/2015 20:23","8/2/2015 20:25",1,14137242,"Male",24,"White",1,1,1,1,1,1,1,1,0,0,1,1,0,170,72,"1",19000,"Once or twice a week","33,40010071","-111,9290009",-1,19000,19000,23.6111111111111,"Healthy.Cajun.Chicken",-13,"Cajun","Healthy"
"623",9,"R_300H5hxepTlzcDO","Default Response Set","Anonymous",NA,NA,"68.64.114.29",0,"8/2/2015 20:25","8/2/2015 20:26",1,72529040,"Male",25,"White",2,1,1,0,1,1,1,0,1,0,1,1,0,180,65,"2-3",20000,"Never","37,33540344","-82,95659637",-1,20000,20000,30.6745562130178,"Healthy.Cajun.Chicken",-15,"Cajun","Healthy"
"624",10,"R_2ZTvVXKo3U5PFhG","Default Response Set","Anonymous",NA,NA,"24.120.206.150",0,"8/2/2015 20:24","8/2/2015 20:26",1,7540586,"Male",41,"Asian/Pacific Islander",2,0,0,0,0,1,1,1,0,0,1,0,0,135,66,"1",53000,"Several Times a week","36,17500305","-115,1371994",-1,53000,53000,22.3140495867769,"Healthy.Cajun.Chicken",-10,"Cajun","Healthy"
"625",17,"R_3ktG8RWVmYOlr5J","Default Response Set","Anonymous",NA,NA,"121.247.68.245",0,"8/2/2015 20:26","8/2/2015 20:29",1,22646923,"Female",53,"White",1,1,1,1,0,1,1,0,0,0,1,1,0,141,64,"2-3",25000,"Less often than once a month","20","77",-1,25000,25000,24.78515625,"Healthy.Cajun.Chicken",-11,"Cajun","Healthy"
"626",18,"R_3dR0a6gCD8JRN0r","Default Response Set","Anonymous",NA,NA,"67.44.203.34",0,"8/2/2015 20:27","8/2/2015 20:30",1,34940989,"Female",46,"White",2,1,1,1,1,0,1,0,0,0,0,1,0,140,62,"4-5",35000,"Several Times a week","38","-97",-1,35000,35000,26.2226847034339,"Healthy.Cajun.Chicken",-13,"Cajun","Healthy"
"627",21,"R_szeqrEBt3KB32uZ","Default Response Set","Anonymous",NA,NA,"75.135.130.128",0,"8/2/2015 20:29","8/2/2015 20:31",1,45865785,"Male",50,"White",1,1,1,1,0,1,1,1,0,1,1,1,1,212,69,"2-3",15000,"Less often than once a month","45,34489441","-84,91500092",-1,15000,15000,32.0604914933837,"Healthy.Cajun.Chicken",-10,"Cajun","Healthy"
"628",22,"R_1pnieKCJ36vjrJ0","Default Response Set","Anonymous",NA,NA,"173.18.28.106",0,"8/2/2015 20:31","8/2/2015 20:34",1,81799417,"Male",32,"White",1,1,0,1,1,1,1,1,0,0,1,1,1,198,72,"2-3",30000,"Less often than once a month","37,81799316","-89,02780151",-1,30000,30000,27.5,"Healthy.Cajun.Chicken",-11,"Cajun","Healthy"
"629",23,"R_RUF3KavZTmFWMtX","Default Response Set","Anonymous",NA,NA,"74.79.194.199",0,"8/2/2015 20:32","8/2/2015 20:34",1,6909711,"Male",59,"White",1,1,1,1,0,1,0,0,0,1,0,1,0,235,68,"2-3",33000,"Never","43,10920715","-74,86419678",-1,33000,33000,36.5916955017301,"Healthy.Cajun.Chicken",-15,"Cajun","Healthy"
"630",24,"R_1eDUEZeJYR2YFWV","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 20:32","8/2/2015 20:34",1,11859643,"Male",42,"White",1,1,0,0,1,0,1,0,1,0,1,1,1,270,75,"4-5",2e+05,"Several Times a week","42,28649902","-71,71469879",-1,200000,200000,34.56,"Healthy.Cajun.Chicken",-13,"Cajun","Healthy"
"631",25,"R_3lRXL1Sof6O4TTS","Default Response Set","Anonymous",NA,NA,"24.62.163.231",0,"8/2/2015 20:37","8/2/2015 20:38",1,33955264,"Female",32,"White",2,1,1,1,0,1,1,0,0,0,1,1,0,100,59,"4-5",104000,"Several Times a week","42,94030762","-71,4434967",-1,104000,104000,20.683711577133,"Healthy.Cajun.Chicken",-11,"Cajun","Healthy"
"632",26,"R_3MtZTpXO6AgPmiu","Default Response Set","Anonymous",NA,NA,"71.235.198.251",0,"8/2/2015 20:39","8/2/2015 20:40",1,36834955,"Male",25,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,170,70,"2-3",27000,"Once or twice a week","42,79589844","-71,05699921",-1,27000,27000,24.9795918367347,"Healthy.Cajun.Chicken",-11,"Cajun","Healthy"
"633",27,"R_3MGQVIDhZybqRQb","Default Response Set","Anonymous",NA,NA,"24.6.178.238",0,"8/2/2015 20:37","8/2/2015 20:40",1,48237432,"Male",39,"Asian/Pacific Islander",2,1,1,1,0,0,1,1,0,0,1,1,0,200,67,"6+",120000,"Several Times a week","37,56700134","-121,9828949",-1,120000,120000,32.078413900646,"Healthy.Cajun.Chicken",-11,"Cajun","Healthy"
"634",34,"R_1M5qb9Y5y4U9erj","Default Response Set","Anonymous",NA,NA,"74.111.26.20",0,"8/2/2015 20:44","8/2/2015 20:46",1,65792933,"Female",38,"Black or African American",1,1,1,1,0,1,1,1,1,0,1,1,1,214,62,"4-5",62000,"Once or twice a month","43,08920288","-76,02500153",-1,62000,62000,40.0832466181061,"Healthy.Cajun.Chicken",-10,"Cajun","Healthy"
"635",35,"R_UPYdk18QkWiIqGJ","Default Response Set","Anonymous",NA,NA,"99.43.85.48",0,"8/2/2015 20:44","8/2/2015 20:48",1,69593632,"Male",51,"Asian/Pacific Islander",1,1,0,1,1,1,1,1,1,0,1,1,0,185,70,"1",17500,"Once or twice a week","34,11250305","-118,1907959",-1,17500,17500,27.1836734693878,"Healthy.Cajun.Chicken",-10,"Cajun","Healthy"
"636",36,"R_1pxSCZIyZZnkCfc","Default Response Set","Anonymous",NA,NA,"73.185.34.182",0,"8/2/2015 20:47","8/2/2015 20:48",1,87072158,"Male",45,"White",2,1,0,1,0,1,0,1,0,0,1,1,0,173,71,"2-3",37500,"Several Times a week","39,73039246","-122,3378983",-1,37500,37500,24.7093830589169,"Healthy.Cajun.Chicken",-13,"Cajun","Healthy"
"637",38,"R_d6bHqk9zkDOdIhr","Default Response Set","Anonymous",NA,NA,"24.147.163.10",0,"8/2/2015 20:48","8/2/2015 20:50",1,487469,"Male",33,"Asian/Pacific Islander",1,0,0,1,1,0,1,0,1,1,0,1,1,130,69,"2-3",98000,"Once or twice a week","42,73240662","-71,186203",-1,98000,98000,19.6597353497164,"Healthy.Cajun.Chicken",-11,"Cajun","Healthy"
"638",39,"R_2WClBjWxW7cqfgL","Default Response Set","Anonymous",NA,NA,"96.251.33.113",0,"8/2/2015 20:51","8/2/2015 20:54",1,13610054,"Male",34,"White",2,1,1,0,1,1,1,0,1,0,1,1,0,190,66,"1",12000,"Once or twice a month","34,5776062","-117,1591949",-1,12000,12000,31.4049586776859,"Healthy.Cajun.Chicken",-14,"Cajun","Healthy"
"639",41,"R_3htI6k3v6NfvJDA","Default Response Set","Anonymous",NA,NA,"108.2.124.210",0,"8/2/2015 20:54","8/2/2015 20:57",1,30173023,"Male",26,"White",1,1,1,0,1,1,1,0,1,0,1,1,0,215,70,"1",75000,"Once or twice a week","39,18170166","-75,5970993",-1,75000,75000,31.5918367346939,"Healthy.Cajun.Chicken",-14,"Cajun","Healthy"
